INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF,ZE
HUANUCO,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,UMARI,GD-5,00007307,PINQUIRAY,I-2,SIN PRESUPUESTO,NO,NO
HUANUCO,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,UMARI,GD-5,00015678,SANTO TORIBIO DE LA PUNTA,I-1,SIN PRESUPUESTO,NO,NO
HUANUCO,MEDICINA,SEDE CENTRAL,3,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,UMARI,GD-5,00000783,TAMBILLO-UMARI,I-3,SIN PRESUPUESTO,NO,NO
HUANUCO,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,APARICIO POMARES,GD-5,00000863,CHUPAN,I-3,SIN PRESUPUESTO,NO,NO
HUANUCO,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,CHAVINILLO,GD-5,00000855,CHAVINILLO,I-3,SIN PRESUPUESTO,NO,NO
HUANUCO,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS,GD-4,00000862,OBAS,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,SUNAMPE,GD-1,00003420,SUNAMPE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003376,CACHICHE,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003377,EL HUARANGO,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003361,LA PALMA GRANDE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003360,SAN JOAQUIN,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003385,SAN MARTIN DE PORRAS,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,GD-1,00003375,SENOR DE LUREN,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LA TINGUIÑA,GD-1,00003391,CHANCHAJALLA,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LA TINGUIÑA,GD-1,00003366,LA TINGUIÑA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LA TINGUIÑA,GD-1,00003390,SANTA BARBARA,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003393,EL ARENAL,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003369,LOS AQUIJES,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003395,PP.JJ. EL ROSARIO,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003396,YAURILLA,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,OCUCAJE,GD-1,00003374,OCUCAJE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,PARCONA,GD-1,00003367,PARCONA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,PARCONA,GD-1,00003392,PASAJE TINGUIÑA VALLE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,PUEBLO NUEVO,GD-1,00003402,PARIÑA GRANDE,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,PUEBLO NUEVO,GD-1,00003370,PUEBLO NUEVO,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SALAS,GD-1,00003383,CERRO PRIETO,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SALAS,GD-1,00003382,COLLAZOS,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SALAS,GD-1,00003363,GUADALUPE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SALAS,GD-1,00003384,PAMPA DE VILLACURI,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JOSE DE LOS MOLINOS,GD-1,00003365,LOS MOLINOS,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JOSE DE LOS MOLINOS,GD-1,00003388,PAMPA DE LA ISLA,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JUAN BAUTISTA,GD-1,00003386,EL CARMEN-OLIVO,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JUAN BAUTISTA,GD-1,00003364,SAN JUAN BAUTISTA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SANTIAGO,GD-1,00003373,C.S SANTIAGO,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SUBTANJALLA,GD-1,00003381,FONAVI IV,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SUBTANJALLA,GD-1,00003378,LA ANGOSTURA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SUBTANJALLA,GD-1,00003362,SUBTANJALLA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,TATE,GD-1,00003404,LUJARAJA,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,TATE,GD-1,00003371,TATE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,MARCONA,GD-1,00003446,MARCONA,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,MARCONA,GD-2,00003453,TUPAC AMARU,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,NAZCA,GD-2,00003457,BUENA FE,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,VISTA ALEGRE,GD-1,00003447,VISTA ALEGRE,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,HUMAY,GD-1,00003484,BERNALES,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,INDEPENDENCIA,GD-1,00003487,DOS PALMAS,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,PARACAS,GD-1,00003475,PARACAS,I-3,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,PISCO,GD-1,00017023,SAN JUAN DE DIOS,I-4,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,PISCO,GD-1,00003480,SAN MARTIN DE PORRES,I-2,SIN PRESUPUESTO,NO,NO
ICA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,PISCO,GD-1,00003479,SAN MIGUEL,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,2,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,CHANCHAMAYO,GD-3,00033149,LA MERCED,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000320,PUERTO YURINAKI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-3,00000330,SAN FERNANDO DE KIVINAKI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-3,00000318,VILLA PERENE,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,GD-3,00000314,SAN LUIS DE SHUARO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,SAN RAMON,GD-3,00000354,SAN RAMON,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,AHUAC,GD-3,00000647,AHUAC,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,AHUAC,GD-3,00030802,CENTRO DE SALUD MENTAL COMUNITARIO AHUAC,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,CHONGOS BAJO,GD-3,00000649,CHONGOS BAJO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,CHUPACA,GD-3,00000646,PEDRO SANCHEZ MEZA,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,HUAMANCACA CHICO,GD-4,00000655,HUAMANCACA CHICO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,SAN JUAN DE YSCOS,GD-4,00000656,SAN JUAN DE ISCOS,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,TRES DE DICIEMBRE,GD-3,00000660,TRES DE DICIEMBRE,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHUPACA,YANACANCHA,GD-5,00000661,YANACANCHA,I-2,SIN PRESUPUESTO,SI,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,ACO,GD-4,00000745,ACO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,CONCEPCION,GD-4,00000671,DAVID GUERRERO DUARTE,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,MATAHUASI,GD-4,00000687,MATAHUASI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,NUEVE DE JULIO,GD-3,00000690,NUEVE DE JULIO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,ORCOTUNA,GD-4,00000751,ORCOTUNA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,GD-3,00000691,SANTA ROSA DE OCOPA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CHILCA,GD-3,00000610,AUQUIMARCA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CHILCA,GD-3,00000609,AZAPAMPA,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,2,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CHILCA,GD-3,00000608,CHILCA,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CHILCA,GD-3,00000611,LA ESPERANZA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CHUPURO,GD-4,00000612,CHUPURO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,CULLHUAS,GD-5,00000615,CULLHUAS,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-3,00000713,BATANYACU,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-2,00000735,COCHAS CHICO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-2,00000714,JUAN PARRA DEL RIEGO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-2,00000705,"JUSTICIA, PAZ Y VIDA",I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-2,00000715,RAMIRO PRIALE,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,EL TAMBO,GD-2,00000707,SAN MARTIN,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUACRAPUQUIO,GD-4,00000619,HUACRAPUQUIO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUALHUAS,GD-3,00000718,HUALHUAS,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAN,GD-3,00000620,HUANCAN,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAN,GD-4,00000621,HUARI,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-2,00000727,LA LIBERTAD,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-2,00000728,OCOPILLA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-2,00000731,PALIAN,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-3,00000729,UÑAS,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-2,00000732,SAN FRANCISCO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,GD-3,00000730,VILCACOTO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUAYUCACHI,GD-3,00000622,HUAYUCACHI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,INGENIO,GD-3,00000663,INGENIO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,PILCOMAYO,GD-3,00000719,PILCOMAYO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,PUCARA,GD-3,00000624,PUCARA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,QUICHUAY,GD-3,00000665,QUICHUAY,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,QUILCAS,GD-3,00000720,QUILCAS,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SAN AGUSTIN,GD-3,00000722,SAN AGUSTIN DE CAJAS,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,GD-3,00000724,SAN JERONIMO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SAÑO,GD-3,00000725,SAN PEDRO DE SAÑO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SAPALLANGA,GD-4,00000630,LA PUNTA,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SAPALLANGA,GD-3,00000629,SAPALLANGA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,SICAYA,GD-3,00000726,SICAYA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,HUANCAYO,VIQUES,GD-4,00000635,VIQUES,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,JAUJA,ACOLLA,GD-4,00000379,ACOLLA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,JAUJA,MUQUIYAUYO,GD-3,00000403,MUQUIYAUYO,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,JAUJA,YAULI,GD-4,00000423,YAULI - JAUJA,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,COVIRIALI,GD-4,00000485,COVIRIALI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,MAZAMARI,GD-4,00000434,MAZAMARI,I-4,SIN PRESUPUESTO,NO,SI
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,PANGOA,GD-4,00000443,SAN RAMON DE PANGOA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,RIO NEGRO,GD-4,00000495,RIO NEGRO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,RIO NEGRO,GD-4,00000506,UNION CAPIRI,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,SATIPO,RIO TAMBO,GD-5,00000469,PUERTO OCOPA,I-3,SIN PRESUPUESTO,NO,SI
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,HUAY HUAY,GD-4,00000430,HUAYHUAY,I-2,SIN PRESUPUESTO,SI,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,LA OROYA,GD-4,00000560,HUAYNACANCHA,I-2,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,LA OROYA,GD-4,00000559,LA OROYA,I-4,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,MARCAPOMACO CHA,GD-4,00000561,MARCAPOMACOCH A,I-2,SIN PRESUPUESTO,SI,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,MOROCOCHA,GD-4,00000563,MOROCOCHA,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,SANTA ROSA DE SACCO,GD-4,00000566,SANTA ROSA DE SACCO,I-3,SIN PRESUPUESTO,NO,NO
JUNIN,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,YAULI,YAULI,GD-3,00000567,YAULI - LA OROYA,I-2,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,ASCOPE,CHICAMA,GD-3,00005265,ALTO PERU,I-3,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,2,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,ASCOPE,CHICAMA,GD-3,00005264,C.S.M.I. CHICAMA,I-4,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,ASCOPE,PAIJAN,GD-3,00005269,PAIJAN,I-4,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,ASCOPE,RAZURI,GD-3,00005271,RAZURI,I-3,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,1,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,GD-2,00005272,SANTIAGO DE CAO,I-2,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,2,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,CHEPEN,PACANGA,GD-3,00005301,PACANGA,I-3,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,2,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,CHEPEN,PACANGA,GD-3,00005302,PACANGUILLA,I-3,SIN PRESUPUESTO,NO,NO
LA LIBERTAD,MEDICINA,SEDE CENTRAL,2,LA LIBERTAD,GOBIERNO REGIONAL,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,GD-3,00005303,PUEBLO NUEVO,I-3,SIN PRESUPUESTO,NO,NO
