INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF (*),ZE (**)
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,AMBO,SAN RAFAEL,GD-4,00000831,CENTRO DE SALUD SAN RAFAEL,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,AMBO,SAN RAFAEL,GD-5,00000834,CHACOS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,AMBO,SAN RAFAEL,GD-5,00000835,MATIHUACA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,AMBO,SAN RAFAEL,GD-5,00000838,STO. DOMINGO DE RONDOS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,CHUQUIS,GD-5,00000851,CHUQUIS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,CHUQUIS,GD-5,00000850,HUANCAN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,MARIAS,GD-5,00000849,MARIAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,MARIAS,GD-5,00000852,PATAY RONDOS,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,MARIAS,GD-5,00007036,TANTACOTO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,RIPAN,GD-5,00000844,RACUAY,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,SHUNQUI,GD-5,00000846,SHUNQUI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,SILLAPATA,GD-5,00000840,SILLAPATA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,DOS DE MAYO,YANAS,GD-5,00000847,YANAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUACAYBAMBA,CANCHABAMBA,GD-5,00000886,VILLA FLORES DE RAJIN,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,GD-5,00000880,QUICHIRRAGRA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUACAYBAMBA,PINRA,GD-5,00000884,CAJAN,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUACAYBAMBA,PINRA,GD-5,00000885,HUARACILLO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUACAYBAMBA,PINRA,GD-5,00000883,PINRA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,ARANCAY,GD-5,00000905,ARANCAY,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,JACAS GRANDE,GD-5,00000898,ANDAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,JACAS GRANDE,GD-5,00006888,CASCANGA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,JIRCAN,GD-5,00000904,JIRCAN,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,LLATA,GD-5,00000889,EL PORVENIR,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,LLATA,GD-4,00000891,ISHANCA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,LLATA,GD-4,00000890,LIBERTAD,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,LLATA,GD-5,00000888,PAMPAS DEL CARMEN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,MIRAFLORES,GD-5,00000895,MIRAFLORES,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,MONZON,GD-4,00000967,CACHICOTO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,MONZON,GD-4,00000972,SACHAVACA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,PUNCHAO,GD-5,00000901,PUNCHAO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,PUÑOS,GD-5,00000893,POQUE,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUAMALIES,PUÑOS,GD-5,00000892,PUÑOS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,CHINCHAO,GD-4,00010160,PUEBLO LIBRE DE MAYOBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,CHINCHAO,GD-4,00000776,SANTO TORIBIO DE MOGROVEJO DE ARAYPAGUA - CHINCHAO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,CHURUBAMBA,GD-5,00000767,UTAO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,GD-4,00000758,HUANCACHUPAC,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,GD-5,00009453,CHINCHINGA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,GD-5,00000789,SAN JUAN DE LIBERTAD,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GD-5,00000769,POMACUCHO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GD-4,00000771,PUESTO DE SALUD DE PACHABAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GD-5,00000774,SANTA CRUZ DE RATACOCHA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GD-5,00000768,TAMBO DE SAN JOSE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,YACUS,GD-5,00000801,YACUS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,HUANUCO,YARUMAYO,GD-5,00006906,TRES DE MAYO DE ANDAS CHICO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LAURICOCHA,BAÑOS,GD-5,00000814,SANTA ROSA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LAURICOCHA,JIVIA,GD-5,00000804,JIVIA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LAURICOCHA,QUEROPALCA,GD-5,00000812,IPRESS QUEROPALCA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LAURICOCHA,RONDOS,GD-5,00000841,ISCOPAMPA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,GD-5,00000803,SAN MIGUEL DE CAURI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,GD-4,00028090,PENDENCIA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,GD-3,00000946,PUESTO DE SALUD HERMILIO VALDIZAN,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LEONCIO PRADO,LUYANDO,GD-2,00000940,PUESTO DE SALUD MARONA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,GD-2,00000954,PUESTO DE SALUD PUEBLO NUEVO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,MARAÑON,CHOLON,GD-5,00000963,PARAISO ( MEGOTE),I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,MARAÑON,HUACRACHUCO,GD-5,00000871,PUESTO DE SALUD CHINCHIL,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,MARAÑON,HUACRACHUCO,GD-5,00000869,PUESTO DE SALUD HUARIPAMPA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,MARAÑON,HUACRACHUCO,GD-5,00000868,PUESTO DE SALUD PISO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,2,HUANUCO,GOBIERNO REGIONAL,HUANUCO,MARAÑON,HUACRACHUCO,GD-5,00000870,SAN PEDRO DE CHOCOBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,CHAGLLA,GD-4,00000780,HUACACHI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,UMARI,GD-5,00007307,PINQUIRAY,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PACHITEA,UMARI,GD-5,00000783,TAMBILLO-UMARI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,CODO DEL POZUZO,GD-4,00000927,CODO DEL POZUZO,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,HONORIA,GD-4,00000914,ANTIGUA HONORIA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,HONORIA,GD-4,00000915,SEMUYA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,PUERTO INCA,GD-3,00000921,PUERTO SIRA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,PUERTO INCA,GD-3,00000908,PUERTO SUNGARO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,TOURNAVISTA,GD-4,00000912,CENTRO DE SALUD TOURNAVISTA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,YUYAPICHIS,GD-3,00011071,EL DORADO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,YUYAPICHIS,GD-3,00000926,STA. ROSA DE YANAYACU,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,PUERTO INCA,YUYAPICHIS,GD-4,00000924,YUYAPICHIS,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,APARICIO POMARES,GD-4,00000865,RAHUA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,CAHUAC,GD-5,00000858,CAHUAC,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,CHACABAMBA,GD-5,00000859,SHULLUYACU,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,CHAVINILLO,GD-5,00000860,AYAPITEG,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,JACAS CHICO,GD-5,00000791,JACAS CHICO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS,GD-4,00000862,OBAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,HUANUCO,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,PAMPAMARCA,GD-5,00000864,PAMPAMARCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,ALTO LARAN,GD-2,00003424,PUESTO DE SALUD HUACHINGA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,CHINCHA ALTA,GD-1,00007015,CRUZ BLANCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,CHINCHA BAJA,GD-2,00003427,LURINCHINCHA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,CHINCHA BAJA,GD-1,00003426,SANTA ROSA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,EL CARMEN,GD-2,00003428,HOJA REDONDA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,EL CARMEN,GD-1,00003429,WIRACOCHA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,PUEBLO NUEVO,GD-1,00003433,SAN ISIDRO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,SAN JUAN DE YANAC,GD-3,00003437,PS HUAÑUPIZA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,SAN JUAN DE YANAC,GD-3,00003436,SAN JUAN DE YANAC,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,GD-3,00003439,LISCAY,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,GD-3,00003441,VISTA ALEGRE,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,CHINCHA,TAMBO DE MORA,GD-1,00024769,TAMBO DE MORA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LA TINGUIÑA,GD-1,00003390,SANTA BARBARA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003393,EL ARENAL,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003394,PARIÑA CHICO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,LOS AQUIJES,GD-1,00003396,YAURILLA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SALAS,GD-1,00003384,PAMPA DE VILLACURI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JOSE DE LOS MOLINOS,GD-1,00003365,LOS MOLINOS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JOSE DE LOS MOLINOS,GD-1,00003388,PAMPA DE LA ISLA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JUAN BAUTISTA,GD-1,00003387,CAMINO DE REYES,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,SAN JUAN BAUTISTA,GD-1,00003386,EL CARMEN-OLIVO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,TATE,GD-1,00003404,LUJARAJA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,YAUCA DEL ROSARIO,GD-1,00003397,PAMPAHUASI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,ICA,YAUCA DEL ROSARIO,GD-2,00003399,SAN JOSE DE CURIS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,EL INGENIO,GD-1,00003445,EL INGENIO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,EL INGENIO,GD-2,00003452,TULIN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,NAZCA,GD-2,00006845,LAS CAÑAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,NAZCA,VISTA ALEGRE,GD-2,00003455,LAS TRANCAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PALPA,PALPA,GD-2,00003463,SARAMARCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PALPA,RIO GRANDE,GD-1,00003459,RIO GRANDE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,HUANCANO,GD-1,00003481,HUANCANO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,HUMAY,GD-1,00003484,BERNALES,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,HUMAY,GD-2,00003485,LOS PARACAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,INDEPENDENCIA,GD-2,00003488,CABEZA TORO LATERAL 5,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,INDEPENDENCIA,GD-2,00003490,SAN JOSE DE CONDOR,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,INDEPENDENCIA,GD-2,00003489,TOMA DE LEON,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,ICA,GOBIERNO REGIONAL,ICA,PISCO,SAN CLEMENTE,GD-1,00003477,CENTRO DE SALUD SAN CLEMENTE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-3,00000321,ALTO YURINAKI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000319,BAJO MARANKIARI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00027080,CENTRO DE SALUD MENTAL COMUNITARIO PICHANAKI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000325,CENTRO POBLADO MENOR LA FLORIDA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,2,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00006716,CIUDAD SATELITE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000324,LOS ANGELES DE UBIRIKI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000337,MIRICHARO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PERENE,GD-4,00000320,PUERTO YURINAKI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00007371,28 DE JULIO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000343,CENTRO CUYANI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000347,CONDADO PICHIKIARI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000346,HUANTININI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000344,LAS PALMAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000345,PAMPA CAMONA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00006711,SAN FRANCISCO CENTRO KUVIRIANI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,JUNIN,GOBIERNO REGIONAL,JUNIN,CHANCHAMAYO,PICHANAQUI,GD-4,00000348,SAN JUAN CENTRO AUTIKI,I-2,NACIONAL,NO,NO
